Date,BND,SPY,TSLA
2015-01-05,0.0029046883483365704,-0.01805953800767779,-0.04204102817052724
2015-01-06,0.0028954431969443473,-0.009419105266044947,0.005664237314159992
2015-01-07,0.0006017923529084701,0.012461528050548676,-0.0015619306272327549
2015-01-08,-0.0015630427453301454,0.017744349588121322,-0.0015643062581811584
2015-01-09,0.0016859512814910715,-0.008013026978046178,-0.018801629106854012
2015-01-12,0.0013216990809479245,-0.007833469870901055,-0.021532914950603166
2015-01-13,0.0009610558310744199,-0.002812991189838132,0.010088497728839352
2015-01-14,0.0022779927744320805,-0.006037033035161121,-0.05659733676235856
2015-01-15,0.004428141299660737,-0.009160719132132567,-0.004255528597720826
2015-01-16,-0.002978343983840004,0.01311447746755845,0.006254228739435819
2015-01-20,-0.0010757999486451508,0.002132486641953868,-0.00590461088227523
2015-01-21,-0.0019143249135160634,0.005047981698689252,0.024175518017267583
2015-01-22,0.0002401153113233967,0.014871129160648255,0.02569055090301542
2015-01-23,0.0032352778831274964,-0.00548286832206768,-0.0016366947705445112
2015-01-26,-0.0011943892419650215,0.0023417950024522405,0.02613147671721605
2015-01-27,0.0005978770256884758,-0.013190285050566741,-0.0027596300325537504
2015-01-28,0.003584928421303424,-0.012824819793482378,-0.03209052877530916
2015-01-29,-0.0010712639188946715,0.009243611074242652,0.02924214605280495
2015-01-30,0.005483406925821388,-0.01257467001974133,-0.007797333058199185
2015-02-02,-0.0011885670795107606,0.012384151257601062,0.0360511389604945
2015-02-03,-0.003091872930643391,0.014460980201005391,0.0351758385028933
2015-02-04,0.0003575961149353546,-0.0038078321725746322,0.0008701251992371262
2015-02-05,-0.002147399606146849,0.01009487167881229,0.011164535201252157
2015-02-06,-0.006453150578788813,-0.0027652772944429804,-0.016426056915829212
2015-02-09,-0.0003610103472854176,-0.004475626211113415,0.0005520394593698796
2015-02-10,-0.001804747540899987,0.010653263228764809,-0.005471765552931385
2015-02-11,0.0,0.0005800613771751451,-0.016135698387415576
2015-02-12,0.0004822212828670125,0.009616973465391254,-0.04661658846022321
2015-02-13,-0.0022893832508361633,0.004116506797903874,0.004386864226918918
2015-02-17,-0.003985596455496232,0.0015729809719760013,0.0028462803614237586
2015-02-18,0.0027887181671490957,9.512917522136455e-05,0.0005383231478952588
2015-02-19,-0.0008464384737029151,-0.0007137525944849177,0.035459277020091884
2015-02-20,0.00024140343212097903,0.006000719100981211,0.025506564298148016
2015-02-23,0.0020572016251771963,-0.00014219276459204178,-0.04500019733692018
2015-02-24,0.004106020423747081,0.002840848712408306,-0.015578320500655551
2015-02-25,0.000961624752213508,-0.0008499886098386478,-0.001714777553045277
2015-02-26,-0.0027631127753305895,-0.0011813597595731196,0.016833573717678796
2015-02-27,0.0008432774370643603,-0.0034057354714196464,-0.0185820116516362
2015-03-02,-0.0032317312129922504,0.006312904005117526,-0.02955644716492234
2015-03-03,-0.0012098721370591425,-0.004103513348465482,0.011300918070464405
2015-03-04,0.0,-0.004216058102922582,0.014431779204036044
2015-03-05,0.0006053486617458859,0.0010945036602518776,-0.008940979178158281
2015-03-06,-0.0058113641339557764,-0.014064566380791232,-0.03364400833280279
2015-03-09,0.0012183249827495413,0.004144677335498503,-0.015473474370690798
2015-03-10,0.0038918899178692623,-0.01622222915726146,-0.0029337926038629503
2015-03-11,0.0010898621683332887,-0.0023416812503553874,0.017969786081706296
2015-03-12,0.0007254852210216711,0.012714179729451214,-0.013781390917263936
2015-03-13,-0.0009666123650434733,-0.006132333345256091,-0.012508496633278132
2015-03-16,0.0019366310069059978,0.013360147624591923,0.037205883869277256
2015-03-17,0.000846181250248268,-0.002971788599597236,-0.00495657224609003
2015-03-18,0.006156795911031354,0.01202136329820891,0.030709164308927006
2015-03-19,-0.002999974884462131,-0.004561502338681689,-0.025210528438961433
2015-03-20,0.0026475475467897525,0.008826391492522623,0.012420115455768377
