Ticker,BND,SPY,TSLA
BND,0.0028233817586360514,0.0010854346296363048,0.0018033846031717015
SPY,0.0010854346296363048,0.031168659851079975,0.049819762489824414
TSLA,0.0018033846031717015,0.049819762489824414,0.32692617596415713
